"ID"	"logFC"	"P.Value"
"A_55_P2052210"	"0.0079268105"	"0.3481088143"
"A_52_P451073"	"0.0942592764"	"0.1946342508"
"A_30_P01017436"	"0.1577318777"	"0.0005996862"
"A_55_P2020035"	"0.3491055699"	"0.0166864191"
"A_55_P2344943"	"0.0403738832"	"0.4122972656"
"A_55_P2059890"	"0.0804855015"	"5.32529341650384E-005"
"A_55_P1971571"	"0.0681189954"	"0.0048686433"
"A_55_P1963036"	"0.5184452285"	"7.22595887613784E-016"
"A_30_P01028385"	"0.1011589613"	"0.0265848592"
"A_30_P01031479"	"0.1572991695"	"0.6227582731"
"A_55_P1957319"	"0.1168048784"	"2.64896142698264E-007"
"A_51_P497768"	"0.0592406313"	"0.7807375394"
"A_55_P2083411"	"3.0370689817"	"1.51814968401218E-012"
"A_55_P2196037"	"0.0591209404"	"0.0083687393"
"A_52_P230904"	"0.0652756941"	"0.0815321183"
"A_55_P1969987"	"0.0479852799"	"0.2022512901"
"A_30_P01031740"	"0.077360574"	"0.4183409874"
"A_55_P1971259"	"0.4018757682"	"0.4756286504"
"A_30_P01028730"	"0.0402327554"	"0.7630426078"
"A_55_P2129658"	"0.1869457665"	"1.20804693159001E-005"
"A_52_P238523"	"0.1465993921"	"0.5242214741"
"A_52_P337427"	"0.3223876639"	"2.49184504219145E-013"
"A_51_P192130"	"0.5625193949"	"6.83297643370449E-013"
"A_51_P327530"	"0.3440218407"	"2.68506995764835E-010"
"A_30_P01029065"	"0.1290843655"	"0.0130276995"
"A_51_P418526"	"0.1004194609"	"0.023059173"
"A_55_P2028576"	"0.0799127583"	"0.0910446172"
"A_55_P2006703"	"0.3954708291"	"0.0003080701"
"A_55_P1999309"	"0.035039033"	"0.1844996626"
"A_52_P207614"	"0.0809871464"	"0.0045997406"
"A_55_P2125496"	"0.0974266494"	"1.13751767467828E-005"
"A_55_P1991920"	"0.0224220416"	"0.5408082931"
"A_55_P2056100"	"0.0785645995"	"0.0643305632"
"A_55_P1963900"	"0.1424317753"	"0.000043261"
"A_55_P2089955"	"0.0351577219"	"0.7260215309"
"A_66_P116873"	"0.0763129588"	"0.4203634802"
"A_30_P01019461"	"0.0826366528"	"0.032227595"
"A_52_P350148"	"0.1865949023"	"0.4953958552"
"A_55_P2021049"	"0.1799540423"	"0.0001656865"
"A_51_P482425"	"0.0667744112"	"0.3396428649"
"A_51_P118603"	"0.06531009"	"0.0090259367"
"A_55_P1969670"	"0.1103323281"	"0.5382648376"
"A_55_P2090394"	"0.2147812799"	"3.43525515442288E-008"
"A_55_P1977478"	"0.195898735"	"3.38295787554152E-007"
"A_55_P2081790"	"0.0344879231"	"0.1469141987"
"A_51_P175580"	"0.1350371523"	"0.0791129484"
"A_51_P431903"	"0.0349501632"	"0.1784649484"
"A_51_P426283"	"0.0252731694"	"0.2155699041"
"A_51_P306789"	"0.1295455088"	"0.0007474673"
"A_30_P01032700"	"0.0962782372"	"0.5103430072"
"A_55_P2151675"	"0.2742324422"	"0.0016313427"
"A_30_P01029973"	"0.1633759365"	"0.3825197362"
"A_55_P1995652"	"0.0140053391"	"0.5240271989"
"A_30_P01031814"	"0.0975499208"	"0.0981606679"
"A_30_P01022897"	"0.0289973428"	"0.5816047856"
"A_55_P2111399"	"0.3161813867"	"0.3842226857"
"A_51_P100787"	"0.0553989138"	"0.000227604"
"A_51_P307864"	"0.1264490233"	"0.2111106839"
"A_55_P2034853"	"0.1451328447"	"0.0038951793"
"A_55_P2073795"	"0.0654077646"	"0.0340489022"
"A_55_P2016064"	"0.1414230756"	"0.3146763444"
"A_51_P490296"	"0.0555623406"	"0.199745654"
"A_30_P01019708"	"0.0601065725"	"0.2072759405"
"A_30_P01025590"	"0.8517524966"	"0.693188003"
"A_55_P1985298"	"0.2131996278"	"0.1641280915"
"A_55_P2100770"	"0.3611784952"	"3.08078333409384E-006"
"A_30_P01032532"	"0.5163917979"	"8.54294227763065E-014"
"A_66_P112855"	"0.0893727131"	"0.0179537167"
"A_55_P2171236"	"0.0600978448"	"0.2680527559"
"A_51_P513541"	"0.2325808375"	"4.32568634798764E-006"
"A_51_P412508"	"0.0763379149"	"0.5432595048"
"A_66_P117933"	"1.9452944411"	"1.22852297247259E-014"
"A_30_P01020325"	"1.5569170277"	"1.81805378302398E-012"
"A_51_P326994"	"0.1922436415"	"0.0003445499"
"A_55_P2022241"	"0.0954006148"	"0.1019046726"
"A_55_P2095844"	"0.150609132"	"0.6738575236"
"A_55_P2042202"	"0.091717164"	"1.11463622318645E-006"
"A_51_P122085"	"0.0935447858"	"0.000000001"
"A_55_P1983235"	"0.0658496622"	"0.0019665531"
"A_55_P2079973"	"0.057648706"	"0.0067535877"
"A_55_P2161556"	"0.074818356"	"0.008763362"
"A_55_P2419021"	"0.0800726605"	"0.0090838796"
"A_30_P01021629"	"0.0933162266"	"0.4244700034"
"A_30_P01029781"	"0.0912584535"	"0.4641990101"
"A_51_P121447"	"0.0301628423"	"0.0050987358"
"A_30_P01024722"	"0.3446171994"	"9.25097960377424E-009"
"A_51_P315085"	"0.1436793645"	"4.02238505956486E-007"
"A_30_P01028130"	"0.1639341503"	"3.02679461872623E-005"
"A_51_P431397"	"0.2021985534"	"0.346885064"
"A_30_P01030618"	"0.4546036663"	"2.96868203266083E-008"
"A_52_P297457"	"0.1930036684"	"6.26727625375317E-011"
"A_55_P2007756"	"0.1509513601"	"0.269346454"
"A_55_P2015984"	"0.299103155"	"1.49675167820435E-012"
"A_55_P2049831"	"0.0726849738"	"0.0082717332"
"A_55_P2078269"	"0.1768340952"	"1.32841665967894E-006"
"A_51_P318140"	"0.140640511"	"0.110561039"
"A_52_P328497"	"0.0638309719"	"1.18508034501642E-005"
"A_55_P1980831"	"0.1899163893"	"1.41229010700504E-009"
"A_55_P2118067"	"0.1435768239"	"0.3191247556"
"A_30_P01026361"	"0.0745097189"	"0.1917385273"
"A_52_P102559"	"0.1918921614"	"1.50825762855799E-007"
"A_55_P1979970"	"0.1462362886"	"2.14726720236276E-008"
"A_55_P1996998"	"0.0984803788"	"0.1676687489"
"A_66_P111090"	"0.2524259648"	"0.003176086"
"A_30_P01027858"	"0.1373346457"	"0.0001789147"
"A_55_P2321453"	"0.0790833174"	"0.0008464704"
"A_55_P2056973"	"0.6044471255"	"2.3943760351267E-013"
"A_30_P01033360"	"0.1779820542"	"0.3251735403"
"A_55_P2151556"	"0.1127520111"	"1.67567971618834E-007"
"A_55_P1973838"	"0.202530172"	"9.38393878257761E-006"
"A_30_P01025618"	"0.1491431226"	"0.4743613008"
"A_55_P1957277"	"0.0620730566"	"0.0448213754"
"A_55_P2036839"	"0.0678821853"	"0.2506641531"
"A_55_P2403874"	"0.1407796869"	"0.0080450989"
"A_55_P2011490"	"0.0675461809"	"0.024674673"
"A_52_P427759"	"0.069975519"	"0.3057671041"
"A_51_P468762"	"0.0383171326"	"0.0214586677"
"A_30_P01025996"	"0.0330625253"	"0.5262926618"
"A_55_P1989205"	"0.0695671258"	"0.652406571"
"A_55_P1984003"	"0.0469372972"	"0.457987056"
"A_55_P2064572"	"0.0926302607"	"0.012090688"
"A_52_P485376"	"0.1249132363"	"0.0043773104"
"A_30_P01030148"	"0.2792160773"	"1.24336723216397E-009"
"A_52_P219266"	"0.0572240856"	"0.0902176256"
"A_55_P2046074"	"0.0487952111"	"0.265060601"
"A_30_P01019123"	"0.0625352126"	"0.2159798958"
"A_55_P2092750"	"0.2637315105"	"0.0031084401"
"A_55_P2032543"	"0.1464910618"	"0.0002008378"
"A_55_P1965154"	"0.1641473877"	"0.0352323406"
"A_55_P1960145"	"0.2712449719"	"3.74839104186987E-005"
"A_52_P475450"	"0.0963368243"	"0.0195870933"
"A_55_P1958082"	"0.2212873569"	"8.62368044306757E-005"
"A_52_P1093529"	"2.670406377"	"6.00719348526442E-016"
"A_55_P2039719"	"0.0467435734"	"0.8169130766"
"A_30_P01026183"	"0.0487340586"	"0.4642429658"
"A_55_P2117487"	"0.310025978"	"1.51315448611564E-005"
"A_55_P2119761"	"0.2574460479"	"0.3354520298"
"A_55_P2426549"	"0.0748664811"	"0.0216300599"
"A_51_P306658"	"0.2473380181"	"1.42304581653242E-008"
"A_55_P1956978"	"0.1190726592"	"0.182029158"
"A_55_P2065567"	"0.6643130241"	"4.4550019808083E-012"
"A_51_P317254"	"0.042685314"	"0.7763124574"
"A_55_P2107686"	"0.0962885401"	"0.1010961366"
"A_55_P2207255"	"0.5196703896"	"2.09042244513614E-006"
"A_55_P1976212"	"0.9351334276"	"0.0013227945"
"A_55_P2317480"	"0.0906648968"	"0.0641448568"
"A_55_P2430472"	"0.0476880032"	"0.4783754373"
"A_51_P233603"	"0.020504237"	"0.0416737604"
"A_51_P215896"	"0.1984490882"	"3.20897034614915E-005"
"A_55_P1957249"	"0.2526458059"	"0.000000019"
"A_30_P01027751"	"0.0839283667"	"0.4012801037"
"A_30_P01020952"	"0.1136829108"	"0.0093265224"
"A_66_P106716"	"0.2929143957"	"3.76664347493454E-010"
"A_55_P2000543"	"5.7325461486"	"5.27259848329845E-019"
"A_55_P2031125"	"1.7260639465"	"3.10858307495541E-014"
"A_55_P1976017"	"0.0570973154"	"3.60303934991019E-005"
"A_30_P01032169"	"0.2267848012"	"0.5832871542"
"A_52_P369828"	"0.059499643"	"0.2898378925"
"A_55_P1953231"	"0.0794877592"	"2.33327101045889E-006"
"A_30_P01025676"	"0.1854232472"	"0.8177215748"
"A_55_P2086087"	"0.0195916272"	"0.3959805852"
"A_51_P318381"	"0.566764617"	"4.40939337075558E-011"
"A_55_P1959738"	"0.0152872265"	"0.2722529199"
"A_55_P2047024"	"0.0441837536"	"0.7173332789"
"A_55_P1981829"	"0.4416088577"	"0.0054649194"
"A_51_P374464"	"0.0282362054"	"0.082111385"
"A_55_P2006153"	"0.0485111297"	"0.8374185154"
"A_55_P2308835"	"0.3076374657"	"1.39881756208583E-007"
"A_55_P2004051"	"0.0575415066"	"0.3464929839"
"A_30_P01032837"	"0.0509431491"	"0.5564675045"
"A_51_P177432"	"0.2303954658"	"0.295290812"
"A_55_P2095894"	"0.1142034381"	"0.006442416"
"A_55_P2131173"	"0.0532282721"	"0.0565893429"
"A_51_P262489"	"0.051637948"	"0.5031684424"
"A_55_P2345631"	"0.0977804013"	"0.5567094799"
"A_52_P137691"	"0.2085090985"	"0.0004553197"
"A_55_P1963374"	"0.1281403017"	"0.191941835"
"A_55_P2021345"	"0.0506306864"	"0.4732737377"
"A_55_P2145059"	"0.0397055689"	"0.2394568794"
"A_55_P2168397"	"0.0489630297"	"0.1134999427"
"A_55_P2465382"	"0.1373845005"	"0.0704273577"
"A_30_P01023462"	"0.0323324369"	"0.5847012652"
"A_30_P01017843"	"0.24990327"	"0.6574000759"
"A_52_P58524"	"0.0643569327"	"8.4066795381803E-005"
"A_55_P1985286"	"0.0417807685"	"0.6025062389"
"A_55_P2033326"	"0.4696941135"	"0.0730501031"
"A_55_P1983095"	"0.1861935711"	"0.0010179679"
"A_55_P1977239"	"0.0659955783"	"0.6235290645"
"A_55_P2083949"	"0.0900030512"	"0.0896428882"
"A_55_P2027361"	"0.1831804118"	"0.110182773"
"A_51_P489337"	"0.2249001332"	"0.0008699105"
"A_30_P01018372"	"0.7372678124"	"9.1247636658116E-011"
"A_55_P2168312"	"0.0815777433"	"5.57688363459984E-008"
"A_30_P01024768"	"0.1322105816"	"0.0006601622"
"A_51_P433733"	"0.0449565752"	"0.084415046"
"A_55_P2083879"	"0.2763857411"	"9.9054728381366E-007"
"A_55_P2162678"	"0.346156892"	"1.72698122198103E-010"
"A_55_P2159289"	"0.1307560875"	"0.0010350103"
"A_30_P01022249"	"0.0612097651"	"0.2254470817"
"A_55_P2108738"	"0.1024143874"	"0.0001303908"
"A_55_P1983277"	"0.0231705923"	"0.4500359657"
"A_55_P2055147"	"0.1269246841"	"0.4463482565"
"A_55_P2154235"	"1.324417894"	"0.2353063354"
"A_55_P2075140"	"0.1482292284"	"0.0003330708"
"A_51_P154083"	"0.1016775363"	"0.0650947291"
"A_55_P2026898"	"0.2812868326"	"0.2991756247"
"A_55_P1966456"	"0.107008039"	"0.7107430461"
"A_51_P199899"	"0.085935505"	"0.0784126028"
"A_52_P584335"	"0.0748636344"	"0.5507697619"
"A_52_P674414"	"0.0893806662"	"0.0229611261"
"A_55_P2167728"	"0.0500966314"	"0.6571707716"
"A_51_P329541"	"0.0763752913"	"0.056368965"
"A_30_P01021324"	"0.1511466347"	"0.5702773151"
"A_52_P144818"	"0.1791002878"	"6.56118420577703E-005"
"A_55_P1992218"	"0.2867930106"	"0.4397244682"
"A_30_P01017448"	"0.0753675125"	"0.1358416689"
"A_51_P437247"	"0.2556375694"	"0.1271912709"
"A_55_P1981836"	"0.1664953458"	"2.80567937297343E-006"
"A_55_P2064038"	"0.116015132"	"0.0012326504"
"A_55_P2099061"	"0.0578858593"	"0.0086019773"
"A_55_P2024080"	"0.0330445737"	"0.0493576834"
"A_30_P01024807"	"0.4438082713"	"0.3557230969"
"A_55_P1997429"	"0.0410196262"	"0.1395355454"
"A_52_P139788"	"0.0699462478"	"0.1109035359"
"A_51_P349662"	"0.0438777687"	"0.0373498502"
"A_51_P389004"	"0.0707916954"	"0.062247061"
"A_66_P125734"	"2.5246238645"	"8.6609406413888E-010"
"A_51_P479865"	"0.0841614119"	"0.0866601177"
"A_51_P503542"	"0.1295484762"	"2.27228686679524E-005"
"A_55_P2041910"	"0.801101931"	"0.1777108552"
"A_55_P2062836"	"0.061966824"	"0.0145815811"
"A_55_P2140626"	"0.0779317529"	"0.2288940452"
"A_55_P2020962"	"0.0492840586"	"0.0128683163"
"A_30_P01027146"	"0.1304267887"	"0.0353054483"
"A_55_P2067332"	"0.0698190738"	"0.0548125917"
"A_52_P555723"	"0.1848581552"	"0.000050154"
"A_51_P461429"	"1.490549058"	"1.19852449950943E-011"
"A_30_P01032815"	"0.0439558461"	"0.93587965"
"A_55_P2003483"	"0.054852643"	"0.0086490856"
"A_52_P10037"	"0.4915226856"	"1.10638734687612E-005"
"A_52_P494686"	"0.1744252445"	"0.000016003"
"A_55_P1987326"	"0.1919446395"	"0.0046005511"
"A_30_P01024165"	"0.0986980425"	"0.0506015026"
"A_55_P2124096"	"0.025784786"	"0.161030013"
"A_52_P674357"	"0.091702563"	"0.00003354"
"A_55_P2135845"	"0.1976848137"	"0.3561703864"
"A_55_P2064984"	"0.0861762768"	"0.0334744845"
"A_55_P2035677"	"0.1745041494"	"1.61914356708759E-005"
"A_55_P2100968"	"0.1031104618"	"0.5440759209"
"A_55_P2103367"	"0.2151190573"	"0.8019766746"
"A_30_P01025304"	"0.1557909026"	"1.25615838858458E-005"
"A_55_P2016174"	"0.0421245325"	"0.3805801633"
"A_52_P396498"	"0.072552819"	"0.1461750429"
"A_30_P01025535"	"0.0560854834"	"0.6879849381"
"A_55_P2214123"	"0.2585189561"	"0.4304777653"
"A_30_P01017844"	"0.0397797718"	"0.548677327"
"A_51_P418935"	"0.125226138"	"3.98340783312952E-005"
"A_30_P01030676"	"0.0890427644"	"0.150288407"
"A_66_P101394"	"0.1125445571"	"0.4707138416"
"A_55_P1987904"	"0.2882597817"	"0.0001436541"
"A_55_P2039320"	"0.107215258"	"0.0006238141"
"A_55_P2198872"	"0.0402905775"	"0.3314753729"
"A_51_P301809"	"0.1464592491"	"0.0082792963"
"A_55_P1978113"	"0.2122711509"	"0.6222098031"
"A_66_P102706"	"0.1023009058"	"0.0034344779"
"A_51_P471779"	"0.0311783685"	"0.0079324967"
"A_51_P447866"	"0.5818301297"	"0.000000033"
"A_55_P2083894"	"0.2231289708"	"0.0002264042"
"A_65_P11425"	"0.102773991"	"0.049387382"
"A_66_P129672"	"0.1414778195"	"0.000007832"
"A_30_P01032750"	"0.0591196842"	"0.0773183658"
"A_55_P2123137"	"0.099235127"	"0.0141752114"
"A_30_P01017714"	"0.0338786875"	"0.3060937438"
"A_55_P2106241"	"0.2067668131"	"4.25846786767528E-007"
"A_52_P69558"	"0.2629283923"	"0.4319199431"
"A_51_P495077"	"0.0331097698"	"0.6532517954"
"A_55_P2131068"	"0.0742628875"	"0.000479704"
"A_55_P2185526"	"0.9738037553"	"0.257471646"
"A_65_P17866"	"0.1793817115"	"0.0060737003"
"A_30_P01020300"	"0.1446683183"	"0.6333157582"
"A_30_P01021630"	"0.2266431895"	"0.5885711796"
"A_55_P1998827"	"0.0338466287"	"0.4588580744"
"A_52_P467726"	"0.131273879"	"0.0758414322"
"A_30_P01029641"	"0.3181133806"	"4.0266633844497E-012"
"A_55_P2004637"	"0.1949442812"	"3.00864473392849E-006"
"A_66_P111449"	"0.714626907"	"0.0479919498"
"A_55_P2040367"	"0.0886625698"	"7.99194358517946E-008"
"A_55_P2081981"	"0.6487763958"	"0.5772444054"
"A_55_P2020188"	"0.0794552841"	"0.4508365012"
"A_52_P456077"	"0.126681604"	"4.47841133063907E-006"
"A_65_P11306"	"0.3267867848"	"3.62351581925625E-007"
"A_52_P237077"	"0.2661578834"	"0.0004454035"
"A_55_P2102621"	"0.0637846508"	"0.0101394797"
"A_52_P490272"	"0.1237575617"	"0.0084581032"
"A_55_P2181994"	"0.0391022906"	"0.1541534629"
"A_55_P2096630"	"0.0738212215"	"0.2152401863"
"A_30_P01027458"	"0.103138102"	"0.0004370855"
"A_30_P01027177"	"0.1821961311"	"0.2120411097"
"A_52_P528600"	"0.1179479967"	"0.0353687223"
"A_55_P2076772"	"0.1733911936"	"1.74531755114586E-006"
"A_30_P01018570"	"0.0327822194"	"0.3091409259"
"A_30_P01031286"	"0.1084747556"	"0.0037164195"
"A_51_P386526"	"0.0357104646"	"0.3005461544"
"A_51_P300506"	"0.3660259331"	"0.1448174044"
"A_55_P1979221"	"0.0279926028"	"0.422111721"
"A_65_P15340"	"0.1708499196"	"0.000193134"
"A_51_P177274"	"0.1131190517"	"0.3136345263"
"A_51_P104077"	"0.0593831151"	"0.0519522582"
"A_51_P298486"	"0.3697174827"	"9.66287184526159E-009"
"A_52_P625171"	"0.310595462"	"0.0049227451"
"A_52_P276935"	"0.2257945687"	"9.36859457658557E-011"
"A_51_P142346"	"0.0324404613"	"0.3968173818"
"A_66_P130432"	"0.9449343649"	"4.53956348000076E-015"
"A_55_P2108166"	"0.0908545151"	"0.0150543106"
"A_55_P2140107"	"0.2421215"	"0.764921004"
"A_51_P123676"	"0.507302888"	"4.09973336729475E-009"
"A_51_P276149"	"0.2531403425"	"0.5393901147"
"A_55_P2120866"	"0.8081349288"	"6.83734907506327E-006"
"A_55_P2074591"	"0.5324604858"	"1.6891176973139E-011"
"A_55_P2008889"	"0.2803604502"	"0.0013185369"
"A_51_P481676"	"0.0306928483"	"0.0215246798"
"A_30_P01029185"	"0.0232760709"	"0.8299205455"
"A_30_P01032395"	"0.0735221771"	"0.1017673237"
"A_51_P265008"	"0.1092237869"	"0.0039492137"
"A_30_P01033668"	"0.2305034058"	"7.02929063124019E-006"
"A_30_P01026732"	"0.1863499213"	"0.5311423227"
"A_30_P01027687"	"0.1914395027"	"2.9194009461546E-006"
"A_55_P2017086"	"0.1310901253"	"0.2476388119"
"A_55_P2012669"	"0.0292839032"	"0.0283525912"
"A_55_P2054744"	"0.0316378225"	"0.7094111268"
"A_55_P1981002"	"0.0930008946"	"0.0010570925"
"A_30_P01022913"	"0.5073535687"	"0.000002045"
"A_55_P2146404"	"0.0400467425"	"0.7128004904"
"A_30_P01031338"	"0.215605525"	"0.4863466092"
"A_30_P01025818"	"1.0045123456"	"3.29637656629383E-010"
"A_51_P154973"	"0.0994317279"	"0.0273951091"
"A_55_P2026785"	"0.14516816"	"0.0003975422"
"A_55_P2117784"	"0.0738194429"	"0.0653016553"
"A_55_P2124183"	"0.1180896825"	"0.0025160143"
"A_55_P1997410"	"0.0334646259"	"0.3258486944"
"A_30_P01026868"	"0.1907907592"	"0.0433768341"
"A_51_P487547"	"0.1835482568"	"0.0235288452"
"A_51_P417016"	"0.0523732702"	"0.3532344185"
"A_51_P151126"	"10.9823073667"	"1.98265384229627E-012"
"A_51_P317191"	"0.8607839521"	"2.00362067446016E-010"
"A_30_P01026573"	"0.06212217"	"0.0126360027"
"A_51_P456857"	"0.1757053517"	"0.0004806739"
"A_55_P2167913"	"0.1451764715"	"0.0137049616"
"A_30_P01027785"	"0.3362174609"	"0.5370158411"
"A_30_P01028007"	"0.4453821729"	"0.0490931062"
"A_30_P01025960"	"0.3276594651"	"0.4694097989"
"A_30_P01020279"	"0.0327420862"	"0.2600794359"
"A_55_P2139809"	"0.274271331"	"4.39212691628562E-006"
"A_51_P286436"	"0.0983341115"	"0.4564511494"
"A_55_P2050236"	"0.2955057053"	"4.11855981825495E-010"
"A_55_P2016838"	"0.0221012101"	"0.1068353415"
"A_55_P2404554"	"0.1454251203"	"0.0273674763"
"A_55_P2074337"	"0.3177057346"	"0.1650591038"
"A_52_P37431"	"0.1204512342"	"3.58270031744608E-007"
"A_55_P2128794"	"0.0350625901"	"0.0097648142"
"A_55_P2181216"	"0.0480021067"	"0.8422247931"
"A_30_P01022457"	"0.4499936855"	"0.6187948372"
"A_30_P01022049"	"0.3171903387"	"1.52762118188854E-005"
"A_52_P66371"	"0.0975972622"	"0.1478542968"
"A_55_P2004920"	"0.1120457398"	"0.0006753022"
"A_51_P124089"	"0.0473736253"	"0.6883643436"
"A_30_P01021651"	"0.0670536806"	"0.1113449943"
"A_51_P387220"	"0.1019367592"	"0.0430415349"
"A_51_P258806"	"0.0727023322"	"0.4485346687"
"A_55_P2004930"	"0.2498370042"	"2.65052833258808E-009"
"A_51_P185247"	"1.050115331"	"1.87564238683694E-008"
"A_55_P1958431"	"0.0632393039"	"0.5817089528"
"A_55_P2028883"	"0.250230346"	"5.14186300187678E-005"
"A_51_P288138"	"8.5249305818"	"1.05856272779461E-018"
"A_52_P601688"	"0.0475138748"	"0.1565354244"
"A_30_P01028845"	"0.0546918643"	"0.5049681825"
"A_55_P1955059"	"0.0672026588"	"0.0058569126"
"A_55_P2032368"	"0.1873554131"	"0.0404377302"
"A_55_P2021413"	"0.2723970552"	"0.151383962"
"A_66_P125223"	"0.2495287766"	"3.39682673020748E-009"
"A_55_P2046478"	"0.1572816955"	"0.0090256255"
"A_52_P632191"	"0.1148375042"	"0.0208497487"
"A_30_P01022467"	"0.1465551162"	"0.0009931182"
"A_51_P116487"	"0.0490961422"	"0.1380716882"
"A_55_P2092364"	"0.0451072454"	"0.0022448407"
"A_51_P324535"	"0.2156304095"	"3.7736695478785E-005"
"A_52_P186937"	"8.0452236488"	"1.21113259270688E-021"
"A_55_P2177371"	"0.0828046518"	"0.0611581896"
"A_66_P135842"	"0.1125417445"	"0.0218617091"
"A_51_P153063"	"0.0962781859"	"0.2303575553"
"A_51_P115666"	"0.104182406"	"0.0042933412"
"A_30_P01020478"	"0.3827604889"	"0.0227241172"
"A_51_P472726"	"0.2277883315"	"3.30293181676673E-005"
"A_55_P1974577"	"2.4908222914"	"7.16017194426276E-010"
"A_52_P324767"	"0.1213209763"	"0.0037837928"
"A_55_P2000613"	"0.0987491171"	"0.4600398495"
"A_52_P31011"	"0.0615525616"	"0.0253258651"
"A_30_P01029078"	"0.0971067127"	"0.0019759028"
"A_51_P431870"	"0.3180209935"	"6.57762298807209E-010"
"A_55_P1976709"	"0.0984244508"	"2.03118212713992E-008"
"A_55_P2043531"	"1.7908935591"	"9.13636400056914E-008"
"A_55_P1999157"	"0.1534829174"	"0.0238655948"
"A_30_P01024488"	"0.2391026873"	"1.18808840118783E-013"
"A_30_P01020959"	"0.0920137368"	"0.0358424523"
"A_30_P01017713"	"0.0857828499"	"0.3795061196"
"A_55_P2151082"	"0.1609438983"	"0.000420017"
"A_30_P01026038"	"0.0506490732"	"0.0959926653"
"A_51_P412595"	"0.0428636166"	"0.0049951854"
"A_55_P1981884"	"0.1011037191"	"0.0790768761"
"A_55_P1990319"	"0.058647569"	"0.0205906159"
"A_55_P2100273"	"0.0496768957"	"0.4503998277"
"A_55_P2002988"	"0.4504020466"	"0.3765282043"
"A_55_P1992769"	"0.0358288215"	"0.0130513705"
"A_55_P2183688"	"0.0283504755"	"0.0422162213"
"A_55_P2113061"	"0.0261173334"	"0.2737594373"
"A_52_P176160"	"0.11133616"	"0.2249378452"
"A_55_P2078428"	"0.1447858055"	"0.4781538106"
"A_30_P01031148"	"0.0866199304"	"0.0125592216"
"A_55_P2160856"	"0.218369309"	"0.6940778025"
"A_51_P246543"	"0.3903952276"	"3.86953875368391E-009"
"A_30_P01026340"	"0.0175835176"	"0.6060014102"
"A_51_P511521"	"0.0265629401"	"0.6987737297"
"A_55_P2090219"	"0.0316294922"	"0.0520675116"
"A_30_P01017679"	"0.2734983218"	"0.5306606863"
"A_30_P01021930"	"0.0489236617"	"0.3926705714"
"A_55_P1988010"	"0.6393520557"	"3.77677284813417E-009"
"A_55_P1955791"	"0.1569475444"	"1.32596299816583E-007"
"A_55_P2185185"	"0.0426969423"	"0.9052710812"
"A_55_P2164957"	"0.2008117036"	"0.0011898077"
"A_52_P551707"	"0.1278761177"	"0.0295530049"
"A_55_P2021530"	"0.277443295"	"7.83792826324425E-006"
"A_52_P236233"	"0.0630126853"	"0.45843185"
"A_55_P2117818"	"0.1018912485"	"0.0028723576"
"A_55_P1981167"	"0.0550982098"	"0.0396576617"
"A_51_P241861"	"1.6897211497"	"1.49437082170946E-015"
"A_30_P01029659"	"0.2575074948"	"0.3673296021"
"A_55_P1982400"	"0.0514303532"	"0.5084968653"
"A_52_P411025"	"0.06773978"	"0.2621768076"
"A_52_P577388"	"0.2179980612"	"0.0014667579"
"A_51_P420655"	"0.0325303637"	"0.378164306"
"A_66_P113599"	"0.3587381237"	"0.7226659328"
"A_55_P2137783"	"0.0260313841"	"0.3529751213"
"A_55_P2167050"	"0.2663927029"	"6.66350935021247E-012"
"A_30_P01021814"	"0.0500625269"	"0.5327975013"
"A_55_P2048808"	"0.0714110335"	"0.8103272043"
"A_65_P10913"	"0.880328749"	"4.8296931636859E-010"
"A_55_P2045802"	"0.2661934876"	"6.66793076509784E-007"
"A_55_P1983459"	"0.1822774194"	"0.0765907852"
"A_55_P2090152"	"0.034191249"	"0.6486245943"
"A_66_P128694"	"0.0506501332"	"0.0648091711"
"A_30_P01029937"	"0.0911302352"	"0.662358114"
"A_66_P138584"	"0.1155881026"	"0.1033714251"
"A_55_P2059957"	"0.0940621358"	"0.0120959748"
"A_30_P01025214"	"0.1458559559"	"0.000006002"
"A_55_P2058335"	"0.0850667202"	"0.571859875"
"A_51_P346923"	"0.161291427"	"0.0830851259"
"A_55_P2164724"	"0.0381537294"	"0.0721241391"
"A_55_P2097478"	"1.2007311456"	"4.962699422797E-008"
"A_51_P208931"	"0.6148182765"	"2.50800288743069E-008"
"A_55_P2041529"	"0.4207910217"	"0.0031519569"
"A_52_P376360"	"0.3370887583"	"0.0001244489"
"A_30_P01027650"	"0.1451386714"	"0.1128866442"
"A_55_P2037558"	"0.1443363052"	"0.2512366897"
"A_55_P2170105"	"0.0291737744"	"0.1045637706"
"A_55_P1960837"	"0.0729136948"	"0.0084569541"
"A_51_P152826"	"0.0655261687"	"0.0118848354"
"A_55_P2047360"	"0.0498686816"	"0.0997377001"
"A_66_P102062"	"0.0617628539"	"0.0263952244"
"A_55_P2150452"	"0.1573001485"	"0.0510783811"
"A_51_P297968"	"0.0395420264"	"0.013751276"
"A_30_P01017669"	"0.0556711176"	"0.612272239"
"A_52_P9289"	"0.0281968281"	"0.6044419734"
"A_55_P1970105"	"0.3899044688"	"0.0426944069"
"A_52_P403443"	"0.171481609"	"0.0007649673"
"A_55_P2324360"	"0.1256049057"	"0.3396648527"
"A_55_P2011300"	"0.1535315085"	"0.0885611487"
