ID,logFC,P.Value
gene_183,-0.0661351953,0.6218337244
gene_6583,0.3709751305,0.9381185089
gene_13113,0.3714709046,0.8068200485
gene_12045,0.139668055,0.6227630941
gene_2598,0.077513464,0.971911196
gene_17599,0.1469838905,0.6416821226
gene_16693,0.5255889752,0.6205220331
gene_1399,0.5091846961,0.6767650171
gene_16924,-0.0546338351,0.6701262657
gene_11480,0.440899483,0.6220563388
gene_16312,0.2789798014,0.7489613251
gene_7542,0.3485242838,0.6208079804
gene_9492,0.3780338637,0.851368414
gene_506,-0.0309562798,0.6226433996
gene_15923,0.3551015941,0.7630289642
gene_10071,-0.1122338232,0.6292077852
gene_15694,0.2161495931,0.9628417413
gene_9646,0.286935912,0.6208710165
gene_15905,0.4267961042,0.855038464
gene_5756,0.2506272998,0.8557039425
gene_9597,0.3745786752,0.7508382262
gene_16799,0.1898745087,0.8011124494
gene_6578,0.2516704303,0.8232684418
gene_1695,0.4733035707,0.6772883927
gene_5423,0.079708541,0.6357269857
gene_10756,0.4896725075,0.7557006114
gene_3296,0.2089042967,0.705160191
gene_17690,0.2261538204,0.7317666554
gene_4912,0.1782958001,0.6771310741
gene_3906,0.3741712481,0.6856755156
gene_9725,0.4249756284,0.6343880501
gene_10758,0.1578201769,0.7018100082
gene_17752,0.3794730107,0.7541028742
gene_1588,0.3548866717,0.7020340263
gene_16176,0.0110603084,0.6687059297
gene_4449,0.2316092555,0.6206995665
gene_13553,0.3523720626,0.9444421333
gene_1135,0.6069139841,0.7258366255
gene_7137,0.0788809142,0.6442417664
gene_16101,0.3046568301,0.829231551
gene_4889,0.2347684284,0.6461833168
gene_2924,0.3735209149,0.8788048507
gene_10371,0.1887724831,0.661805884
gene_2266,0.0732153387,0.6578135371
gene_5842,0.2751790036,0.7786202259
gene_9945,0.0961490462,0.6373994136
gene_7862,0.1578338824,0.6235355473
gene_6104,0.1661737599,0.6369973215
gene_3652,-0.0037753332,0.8201629114
gene_13198,0.2968519249,0.7228152067
gene_16018,0.2650119551,0.8586492402
gene_15145,-0.0898602612,0.6619561416
gene_2715,0.3631344419,0.684106803
gene_760,0.2511647768,0.6224755806
gene_15169,0.3526713381,0.9462635881
gene_16115,-0.1183726828,0.7238194134
gene_13860,0.3640144301,0.6504325438
gene_7305,0.2008696783,0.850213563
gene_136,0.0118863841,0.7154524037
gene_13676,0.3807547204,0.7077628825
gene_460,0.0501990291,0.6710894973
gene_8375,-0.0313341529,0.6229013951
gene_6135,0.1998708484,0.6278860213
gene_5610,0.0313794103,0.6271545414
gene_10004,0.3513341179,0.6994152972
gene_13149,-0.0192048849,0.630118964
gene_7088,0.3444556715,0.6479496487
gene_2230,0.2947707505,0.632376762
gene_13623,0.2108435561,0.7105889741
gene_6514,0.183790346,0.9148783276
gene_7609,0.4010775881,0.6964155689
gene_2936,0.4885934527,0.6500299817
gene_15375,-0.022994648,0.6578349787
gene_347,-0.0092834508,0.7299681355
gene_3385,0.4627697584,0.7471899657
gene_13025,0.1943239193,0.6932617466
gene_15766,0.3174235073,0.8862193666
gene_5002,0.2148692864,0.6426424982
gene_1286,0.1309810141,0.8731863468
gene_17624,0.1386432742,0.6377575526
gene_9735,0.0233093826,0.8780852902
gene_11858,0.1250022333,0.8067433541
gene_16969,-0.05318815,0.625208728
gene_13880,0.1890935564,0.9970504152
gene_9636,-0.0396011863,0.8531601647
gene_4424,-0.0150554547,0.7117346386
gene_9773,0.2542263129,0.8559883327
gene_10953,0.3770670119,0.9659290076
gene_14480,0.0710715059,0.6324840634
gene_5346,0.0015975707,0.6242841241
gene_8648,-0.0619330784,0.6329712238
gene_11282,0.3415988193,0.6252387829
gene_11884,0.0580103908,0.7968968059
gene_17348,0.3520607837,0.62520976
gene_1115,0.3102009075,0.8753242051
gene_13015,0.4490630233,0.8172225505
gene_4073,0.5137484516,0.6559226172
gene_14716,0.448993593,0.7747678006
gene_11629,0.0505407534,0.806708247
gene_8330,0.2957164289,0.7068510915
gene_16991,0.1916650874,0.6821956192
gene_14916,0.4759829503,0.9454994548
gene_1745,-0.0140845634,0.8757929888
gene_16443,-0.0195722925,0.8080729365
gene_305,0.2325157332,0.6483512398
gene_11462,0.3338525871,0.6337976541
gene_3993,0.1228342177,0.6606983632
gene_10764,0.1062109728,0.8681287289
gene_15657,0.5656922316,0.6341966809
gene_4711,0.5879009513,0.6349478682
gene_7483,0.5135044252,0.9185052776
gene_12523,0.1305360946,0.6475347369
gene_6710,0.0712410627,0.7882985994
gene_4740,0.4229996638,0.6463398375
gene_1987,0.1511165681,0.7838374149
gene_14962,0.397480053,0.6889064988
gene_14550,0.2254603889,0.6836664485
gene_1009,0.6310604071,0.6714643502
gene_4422,0.2756951359,0.6758775397
gene_13162,0.0626953908,0.6489061068
gene_6443,0.1960521656,0.6869927379
gene_462,0.1297787936,0.7924908704
gene_11610,0.545642136,0.7068764228
gene_16325,0.3284049267,0.8915135662
gene_3513,0.3718422529,0.7075877713
gene_14388,0.1394380839,0.6433032742
gene_12905,0.4308961067,0.632630535
gene_8085,0.0931633614,0.8563379146
gene_10056,0.1901435975,0.6474081273
gene_14246,0.1838018056,0.6928518819
gene_4444,0.4519860203,0.8042581667
gene_9459,0.1316159824,0.9497975249
gene_10113,0.3269673555,0.7304266403
gene_441,0.3445351647,0.640740048
gene_5537,0.4325994489,0.6394457782
gene_6892,0.1634642966,0.7874959218
gene_17645,0.3047514651,0.7059124788
gene_12415,0.3296644604,0.6958770151
gene_16364,0.3700019279,0.669159598
gene_16740,0.0619872463,0.8558374786
gene_17279,0.093477418,0.6511796177
gene_2396,0.2188033471,0.7392290681
gene_3742,0.2979498922,0.8463980378
gene_2450,0.5288639456,0.8600251782
gene_7009,0.2549133474,0.86962451
gene_810,0.2167067625,0.755595893
gene_3525,0.2476666218,0.697242227
gene_12781,0.3116344776,0.9325309176
gene_10396,0.1454046219,0.8622800993
gene_4657,0.3096092424,0.6450218652
gene_10547,-0.017992985,0.858377699
gene_11520,0.3966732391,0.6793143009
gene_14943,0.2350655157,0.8994016906
gene_13833,0.0824828281,0.8495612456
gene_2309,0.4227676663,0.7732171954
gene_16125,0.353410046,0.6574310802
gene_9400,0.1133863635,0.6524573989
gene_1644,0.0997057366,0.6334161223
gene_4500,0.2550259409,0.9218213566
gene_6330,0.2527179835,0.6314522573
gene_11648,0.173640328,0.6783796617
gene_12573,0.0589226473,0.723401134
gene_1507,0.2191126584,0.6872692207
gene_1227,0.3185092867,0.9699997987
gene_11514,0.2823130667,0.6453299686
gene_11556,0.2429098412,0.8040754728
gene_5043,0.1124093392,0.6443464184
gene_13711,0.2337400477,0.8106131534
gene_16433,0.3373508845,0.6441777435
gene_10571,0.1426266376,0.7412953125
gene_6951,0.3101097938,0.7898056571
gene_2778,0.0168540641,0.6690560902
gene_5902,0.2416510485,0.9336639861
gene_9869,0.2404901906,0.7427982143
gene_3829,0.1133582389,0.846870303
gene_5290,0.0317778485,0.9170733084
gene_1612,0.4779907585,0.9674146974
gene_15997,0.0975112505,0.7430087161
gene_6471,0.3088927019,0.6983813422
gene_14964,0.0846489312,0.6795672384
gene_6807,0.2552493446,0.811945127
gene_7756,0.3150271645,0.9396648283
gene_12962,0.2396678702,0.8678845414
gene_9124,0.3034185533,0.6313640099
gene_9628,0.1111835352,0.6288001152
gene_17508,0.2969533787,0.6300588557
gene_15984,0.320886051,0.6449189366
gene_10653,-0.1351708878,0.708649386
gene_7996,0.1742778782,0.729530903
gene_2716,0.159426027,0.6458568383
gene_17039,0.3713891188,0.7414386308
gene_10568,0.2392692977,0.7249625249
gene_11140,0.5346464844,0.6339374129
gene_4005,0.1838687846,0.6939772418
gene_4777,0.3802174906,0.8606106066
gene_7711,0.0191769146,0.6292164353
gene_8558,0.3498545155,0.6306999819
gene_6176,0.2336896711,0.672396454
gene_15494,0.0727799258,0.6874312622
gene_17642,0.0879938041,0.733350003
gene_13693,0.2786148482,0.660674803
gene_7284,0.3587438834,0.6594476696
gene_10421,0.1693689347,0.716904191
gene_10416,0.1253475907,0.8570928151
gene_5460,0.3269186683,0.6375532936
gene_2036,0.0176965857,0.6370341858
gene_5952,0.1003003166,0.9743969423
gene_1578,0.3092925129,0.6482583067
gene_16871,-0.011298242,0.6298511973
gene_9750,0.3791094578,0.6300630683
gene_4131,0.3597278859,0.9865701
gene_2006,0.2757990364,0.7187696297
gene_6057,0.3415071555,0.6412441203
gene_6167,0.1234245642,0.6328570895
gene_14057,0.0679574329,0.8780129851
gene_11829,0.0725388031,0.8338676334
gene_7902,0.1143352716,0.7550641375
gene_1528,0.3898918223,0.7367865928
gene_10898,0.2441267686,0.6442364473
gene_11816,0.1547675775,0.9799089362
gene_1863,0.1571847769,0.9665658965
gene_5369,0.1406484192,0.7022611681
gene_7923,0.5143818397,0.6428168257
gene_6369,0.4150235155,0.6367494206
gene_3291,0.0484986217,0.7142681396
gene_3418,0.1546320145,0.9453727224
gene_16534,0.3967172474,0.921667629
gene_14998,0.1002615129,0.836424376
gene_8571,0.3248309217,0.717191059
gene_2587,0.3765671332,0.861374499
gene_13160,0.1739184371,0.9059787177
gene_5880,0.1554390352,0.6763283192
gene_15679,0.2698254425,0.9274423649
gene_4616,0.5444614802,0.6586800299
gene_3680,0.3533300926,0.9020585952
gene_8552,0.0325520232,0.983530017
gene_7340,0.2735943756,0.7886052904
gene_2219,0.2874389726,0.7034980631
gene_10384,0.1384059195,0.6602751598
gene_306,0.1552065871,0.8466474599
gene_16042,0.4841162361,0.6576821645
gene_7238,0.1044886479,0.684929632
gene_16470,0.3099541019,0.7049578438
gene_8593,0.4824141141,0.6954434021
gene_16723,0.4546233111,0.8633631081
gene_8857,0.3534761953,0.6670199724
gene_12843,0.2899512918,0.7464177605
gene_2746,0.3278124761,0.7483549752
gene_10075,0.4077093026,0.7249435215
gene_15354,0.484890297,0.6403773882
gene_7322,0.1619414728,0.6456599024
gene_13765,0.3064118905,0.8031537337
gene_9862,0.4498625107,0.9382537785
gene_7901,0.1069140943,0.6326851895
gene_3814,0.3184482141,0.6460383285
gene_15425,0.2541767547,0.7632663855
gene_10016,-0.0288385305,0.6358322397
gene_4961,0.1346535623,0.6559531639
gene_2239,0.1876236125,0.8568173211
gene_12391,0.0467530913,0.6354087156
gene_6584,0.3792037665,0.8280917309
gene_17734,0.2649753947,0.6842986894
gene_10430,0.2672187679,0.6341208598
gene_8205,0.2817000967,0.8362972499
gene_12991,-0.0458528915,0.7350818866
gene_1531,0.4528573795,0.9320724589
gene_3013,0.5152446718,0.7195816341
gene_10201,0.2011009389,0.6411612059
gene_14104,0.2008459795,0.9065481271
gene_8719,0.2719179389,0.7581082468
gene_11498,0.13270255,0.7021975419
gene_1816,0.5522680483,0.6501696398
gene_1811,0.3007006463,0.6346139304
gene_12033,0.0450153531,0.6924361395
gene_16556,0.0732888721,0.9008549614
gene_15876,0.1191462116,0.9226560002
gene_6592,0.5184510754,0.8801841356
gene_5383,0.3490363299,0.943813566
gene_11078,0.3555828095,0.6360083618
gene_13751,0.0347342532,0.6868490304
gene_3101,0.0543116436,0.8421852836
gene_8689,-0.0312601457,0.825331194
gene_1390,0.2301353759,0.6433830841
gene_13986,0.2419888916,0.9096115547
gene_11614,0.4849992544,0.9471967163
gene_13083,0.4996946432,0.7882134914
gene_3766,0.2448660942,0.7773048
gene_14751,0.3927502889,0.7588550344
gene_1931,0.0535641645,0.7639707644
gene_15878,0.2426089233,0.6576271018
gene_607,0.3761127238,0.6442790579
gene_11217,0.1156998755,0.8736579343
gene_8594,0.0451142851,0.7445814951
gene_5914,0.067947922,0.6857596525
gene_3043,0.3407516517,0.6895780548
gene_2009,0.0091513263,0.643419033
gene_10018,0.1670125918,0.6391258526
gene_3138,0.2802090094,0.8997036225
gene_15111,0.0453052393,0.8203166511
gene_6653,0.2967222121,0.6378206429
gene_14932,0.1109521984,0.6371892129
gene_17247,0.1428393637,0.9190960197
gene_11219,0.2670454916,0.6592212428
gene_14903,0.2517070509,0.6453305829
gene_911,0.4951590078,0.6792963165
gene_5886,0.2188159121,0.7229979709
gene_1126,0.1919438023,0.662239902
gene_9322,0.1594126523,0.6727797284
gene_1939,0.3937685398,0.9380322652
gene_6452,0.0667548726,0.9595383805
gene_13785,0.3284536584,0.9768286407
gene_6037,0.5056830769,0.6372521502
gene_10839,0.3382996733,0.7198748419
gene_13857,0.4476628012,0.7734181185
gene_12056,0.2942226801,0.6510399891
gene_4099,0.031375132,0.6418736281
gene_9097,0.3757309686,0.6370055238
gene_12558,0.3035515597,0.8326291614
gene_4549,0.0856960481,0.6712488633
gene_8547,0.1453371893,0.6396233743
gene_16457,0.3763846947,0.9668747599
gene_5250,0.6659961753,0.6665297942
gene_5213,0.2936307058,0.9082573152
gene_14951,0.5354796798,0.6388375326
gene_15144,0.097255774,0.8308729728
gene_15027,0.1733238185,0.9147304803
gene_4006,0.3532467461,0.8626529671
gene_17133,0.4658217672,0.6400790772
gene_17665,0.0425801339,0.8495524697
gene_7539,0.4953669165,0.861044347
gene_17061,0.4334346528,0.6930918722
gene_17693,0.3083357028,0.8993964781
gene_7225,0.2238688146,0.8807172847
gene_1646,0.4583392669,0.7862284665
gene_6294,0.5738988522,0.659894613
gene_13220,0.1082280789,0.6730393917
gene_5854,0.3249890224,0.9674565655
gene_496,0.0554376729,0.7704882081
gene_11825,0.1093830334,0.6409359017
gene_5540,0.446610557,0.6488648357
gene_1626,0.1187630869,0.9383962059
gene_9384,0.3603182146,0.9623476027
gene_207,0.1383401528,0.8909140134
gene_368,0.1268271507,0.7453402598
gene_14787,0.2587342642,0.6904552164
gene_16028,0.1712236714,0.6715051811
gene_16809,0.0425775985,0.6396812951
gene_6961,0.4141784644,0.6624740168
gene_13010,0.5172807687,0.6549645488
gene_6802,0.2061452526,0.7250367959
gene_1878,0.5772891433,0.6541864208
gene_5892,0.2358665081,0.8129884089
gene_9237,0.3669360991,0.7654280658
gene_15128,0.5025245641,0.6394713058
gene_12337,0.3179200791,0.7579222208
gene_4806,0.4448629166,0.696390299
gene_13764,0.3333239919,0.8188639801
gene_796,0.2195593032,0.6847984189
gene_2675,0.4063115781,0.8699383815
gene_7330,0.060482504,0.7456105806
gene_7484,0.2233723104,0.6523555506
gene_10531,0.1060836924,0.6916370145
gene_7886,0.4366565323,0.7406659544
gene_10587,-0.1030977685,0.7985052475
gene_16820,0.1355297828,0.6953703386
gene_6650,0.4248929278,0.9608759906
gene_6744,0.1461758995,0.8857779378
gene_3428,0.1794710017,0.8750200647
gene_7932,0.0622534986,0.9792856159
gene_14453,0.4645929509,0.7046606964
gene_16811,0.1771195641,0.6876254713
gene_7819,0.2621458245,0.6755869606
gene_10365,0.315023196,0.8138464435
gene_9523,0.1416141515,0.6773873875
gene_3306,-0.0613045787,0.6882393459
gene_14224,0.3549406789,0.6393863968
gene_6659,0.1696366761,0.6482935511
gene_12800,0.1801138759,0.7733444433
gene_9624,0.1554973643,0.685444199
gene_6306,0.4564848623,0.6486768702
gene_6148,0.1442841344,0.6481859284
gene_3463,0.0898541433,0.9498825875
gene_5931,0.3581355098,0.7663872308
gene_2268,0.000475284,0.9356546553
gene_1392,0.081052573,0.6634699379
gene_7153,0.3384472413,0.641840417
gene_6049,0.359395567,0.6454105913
gene_13617,0.1133913202,0.6625365091
gene_17717,0.4161797874,0.6491173421
gene_1730,0.2126759081,0.9117771611
gene_8293,0.2789559486,0.8047974959
gene_11767,0.3341334916,0.7500273311
gene_13691,0.3585847107,0.6405086937
gene_11077,0.2480061867,0.725763568
gene_15500,0.3013661852,0.8002841549
gene_712,0.2235911631,0.8978191589
gene_14485,0.3895248615,0.7259801597
gene_8976,0.1479285419,0.7322466378
gene_11892,0.4270848082,0.6411346735
gene_1025,0.4905217322,0.6839609833
gene_5833,0.4364179679,0.8173750995
gene_5013,0.5089702767,0.7078804583
gene_12700,0.2535222927,0.8116652377
gene_17545,0.1119036514,0.9847851283
gene_15365,0.0059213992,0.954779727
gene_2483,0.2487327295,0.6915970752
gene_13592,0.559537632,0.6692701978
gene_15264,0.1167746205,0.6405172729
gene_16105,0.1448900735,0.6937286215
gene_11845,0.1599482311,0.9306793206
gene_7736,0.1911215511,0.6517605333
gene_17470,0.3279000957,0.7160613978
gene_17570,0.1870574764,0.8997765134
gene_524,0.5000958064,0.9494103947
gene_14039,-0.0165843112,0.6705324711
gene_17463,0.2871605491,0.6434169921
gene_14651,0.2410931045,0.6419304945
gene_13191,0.4577268703,0.8375753565
gene_270,0.1014236754,0.7418060792
gene_4132,0.0917635279,0.9137094617
gene_8526,0.1685122685,0.9341490996
gene_12575,0.129446876,0.7405340832
gene_3753,0.0952992533,0.9003576345
gene_3417,0.2599164771,0.9406698242
gene_5599,0.057009966,0.9749149172
gene_4184,0.4793916381,0.6482388099
gene_7418,0.4269128922,0.9454333552
gene_3820,0.4335143977,0.8971156967
gene_16219,0.0165977774,0.6414820392
gene_12460,0.1405870954,0.6443219566
gene_10219,0.3986002755,0.7758366365
gene_16964,0.5196781209,0.6489076203
gene_246,-0.0149856013,0.64176576
gene_7730,0.1418371503,0.897441239
gene_11358,0.4222197108,0.6449165671
gene_8912,0.1855118483,0.9361343706
gene_8215,0.2564360548,0.8779947761
gene_11747,0.1263836975,0.7698994896
gene_17615,0.1318266815,0.6654377145
gene_8039,0.3274762703,0.6887956937
gene_17485,0.2008279082,0.6967673101
gene_14884,0.3366345859,0.7318728134
gene_5249,0.5117615978,0.6429170766
gene_489,0.17932988,0.7157251603
gene_6526,0.059333994,0.8172971618
gene_15598,-0.04293359,0.6820199432
gene_3559,0.0866780354,0.8846338318
gene_470,0.1261739924,0.6445847937
gene_683,0.1053322218,0.9969715982
gene_14624,0.344113575,0.6593395862
gene_9046,0.1192183894,0.905214402
gene_10546,0.2988551873,0.6702815043
gene_9305,0.3824807955,0.7413982465
gene_7220,0.4287576984,0.7905072759
gene_10681,0.4725287211,0.9150460769
gene_15972,0.4005903797,0.7941846426
gene_17206,0.3286187326,0.9523530829
gene_5820,0.0167233713,0.7145050772
gene_14041,0.4320977566,0.7289313405
gene_7752,0.3442490042,0.6887896309
gene_15924,0.334085489,0.7062532288
gene_14138,0.2596510943,0.7687785275
gene_2522,0.1792172431,0.8101677068
gene_9375,0.3057301335,0.9783556951
gene_13706,0.2583927291,0.6823853457
gene_6761,0.4699371712,0.6474488811
gene_1948,-0.0530175662,0.6438510284
gene_2931,0.2673100619,0.752869694
gene_12469,0.4455066563,0.6442542829
gene_17628,0.0755409347,0.9222111077
gene_6732,0.1974637956,0.6441943034
gene_5725,0.2263598503,0.6451534294
gene_2548,0.2671308074,0.9665633879
gene_3689,-0.1233068316,0.7067892293
gene_17405,0.0926461363,0.9225314468
gene_11805,0.6201713411,0.6682071858
gene_2549,0.102669635,0.6632105704
gene_15127,0.5485188053,0.6466150401
gene_1272,0.3583460101,0.876636248
gene_3167,0.559185797,0.7062326996
gene_17732,0.0299231197,0.7990145417
gene_13613,0.182035696,0.9615276518
gene_8545,0.0715235892,0.651392368
gene_5439,0.5455858538,0.6517583527
gene_15814,0.2985465315,0.6826001988
gene_12689,0.3421675136,0.9194851908
gene_2424,0.2780421801,0.6452332006
gene_16794,0.1519508246,0.891719997
gene_14872,0.3309028331,0.7449754527
gene_12108,0.3285122072,0.9488315095
gene_10159,0.5337552409,0.6800274568
gene_3129,0.3936062624,0.7480573954
gene_9543,0.095664139,0.7130470156
gene_12938,0.2592159159,0.6587760339
gene_5934,0.0751524772,0.9139319998
gene_17374,0.4957729124,0.8571197725
gene_14579,0.2396922331,0.9843030354
gene_14257,0.1420922362,0.6489652603
gene_16130,0.1636839315,0.8255771708
gene_17021,-0.0144670613,0.6484730205
gene_7817,0.1749149676,0.9792302613
gene_11109,0.0779465758,0.7707567927
gene_4095,0.1751203432,0.7785923348
gene_5624,0.1025099886,0.8993443584
gene_3576,0.3838771636,0.6959854681
gene_13175,0.248917619,0.6598912835
gene_15581,0.1481429398,0.6475939126
gene_11076,0.2563962873,0.7270818135
gene_11871,0.2292688358,0.8580863751
gene_5656,0.5244065641,0.72470347
gene_1839,0.3145568283,0.8153793408
gene_4302,0.324318987,0.7164173273
gene_12628,0.202484383,0.7316091965
gene_13671,0.2447402156,0.8695717445
gene_7504,0.1171283173,0.6513566405
gene_6750,0.4728327958,0.6500634582
gene_13297,0.3137215955,0.7927662928
gene_14822,0.3224265865,0.9067863193
gene_15610,0.018919051,0.7779570594
gene_17569,0.2727686018,0.8414483768
gene_12580,0.3497801563,0.6477518358
gene_4198,0.16630854,0.9631717215
gene_15025,0.2511443412,0.6471043497
gene_13675,0.0762572915,0.8230876588
gene_9299,0.3039040379,0.8067341212
gene_1545,0.1079039075,0.6863265714
gene_5673,0.3057268276,0.7133276118
gene_10162,0.2128677652,0.7060569637
gene_4627,0.0314339981,0.9288904954
gene_1482,0.4198394101,0.6486898697
gene_15775,0.4907509773,0.6488764784
gene_12224,0.2975819276,0.6655802127
gene_7743,0.2704674132,0.8343728909
gene_1663,0.3867332321,0.8752327666
gene_4312,0.0897652291,0.8607436141
gene_7783,0.0316609915,0.8408041674
gene_500,0.5478579916,0.6683851225
gene_6054,0.0420051563,0.6551852439
gene_12432,0.0307724611,0.6727751682
gene_9575,0.1896840658,0.6653279356
gene_15419,0.3209768656,0.6871463371
gene_8487,0.3911671196,0.9264814548
gene_16150,0.0330852362,0.6727728289
gene_4855,0.1769086744,0.6559025452
gene_8224,0.5529184074,0.746200969
gene_4414,0.3950025926,0.8876936317
gene_17681,0.0933696015,0.7666772597
gene_4833,0.2292847234,0.6577660161
gene_14460,0.057016283,0.9780401026
gene_588,0.0946598439,0.8460468459
gene_7605,0.214187247,0.7623847176
gene_5012,-0.0005672975,0.6504123227
gene_9559,0.0947529749,0.8550738907
gene_12161,0.2129867033,0.7495055615
gene_15348,0.3294084004,0.7248656499
gene_14184,0.0596537174,0.8504708294
gene_17590,0.1319856285,0.6931902078
gene_17703,0.0810819202,0.6617917068
gene_7464,0.4838442063,0.9401213641
gene_7934,0.1345145224,0.6557390934
gene_17300,0.0718824994,0.9414905996
gene_695,0.4619941079,0.7205534047
gene_15210,0.2341521899,0.9760479549
gene_16063,0.0673058752,0.9943398029
gene_7171,0.0740288121,0.8788001816
gene_3173,0.1702152858,0.7395367817
gene_15428,0.5123168932,0.919966613
gene_4240,0.3790752239,0.9998463005
gene_1252,0.1622123816,0.6850592716
gene_17007,0.1190899253,0.710749911
gene_7593,0.5414153654,0.7381617975
gene_11947,-0.0089892914,0.7291849844
gene_7164,0.39289732,0.8627404616
gene_6655,0.4176041817,0.8954329046
gene_8361,0.2579276134,0.9304238705
gene_7184,0.119418147,0.7953957779
gene_11886,0.4354046791,0.9628236658
gene_15203,0.2779350606,0.6863724196
gene_3862,0.3764564883,0.8471987964
gene_1645,0.360517023,0.6594050051
gene_14225,-0.0223209988,0.8415054171
gene_12956,0.0481948066,0.7821352918
gene_6376,0.1179937505,0.7171625531
gene_17592,0.178219612,0.8219582104
gene_9001,0.4637630793,0.6881058313
gene_8275,0.2098463203,0.7251271368
gene_4085,0.2205681511,0.6571086134
gene_16540,-0.0108449455,0.8278094697
gene_17439,0.0484040658,0.9778772778
gene_11154,0.4281929815,0.7792472912
gene_13842,0.3783318996,0.8486206189
gene_12597,0.3235085421,0.7614453714
gene_13195,0.4689591691,0.6947179015
gene_8282,0.0382829937,0.7569533705
gene_16626,0.0415157904,0.718669153
gene_12561,0.1213550818,0.9791595886
gene_14851,0.2119470253,0.7429171387
gene_4331,0.4220563513,0.7264346924
gene_14135,0.2736916253,0.6874269519
gene_12958,0.347908082,0.8078147218
gene_309,0.5086562776,0.8935300258
gene_529,0.1049598216,0.6538101859
gene_7603,0.0688729402,0.8189238413
gene_16384,0.4301851993,0.8321735661
gene_11936,0.2540775235,0.8946607495
gene_7699,0.2893945293,0.7847919724
gene_10338,0.350067308,0.8331190799
gene_2545,0.4436530247,0.653462024
gene_11349,0.1274070888,0.7082708253
gene_2808,0.407256619,0.9494795091
gene_4866,-0.0534749014,0.6621895977
gene_2622,0.2242003801,0.6527899763
gene_10482,0.1748472254,0.6880216526
gene_13460,0.10023232,0.6551615034
gene_7686,0.4164707077,0.6884307613
gene_16778,0.2989350105,0.6937803466
gene_16387,0.1716077094,0.6884679443
gene_9850,0.2821370724,0.6796631597
gene_9280,0.4905802309,0.710154202
gene_2608,0.0687201912,0.7559894363
gene_16437,0.1390095202,0.949416967
gene_1207,0.5522875246,0.6596458032
gene_6618,0.1942269792,0.8379042754
gene_6467,0.4004988493,0.9037200333
gene_17739,0.0820855262,0.697872965
gene_4922,0.2702811552,0.6562250198
gene_5933,0.3226962812,0.767538028
gene_2613,0.402640135,0.7532856043
gene_7595,0.4091758597,0.8036240497
gene_881,0.1315761515,0.7962493337
gene_16761,0.4832481139,0.9555039931
gene_16490,0.1201706122,0.6965366557
gene_14544,0.2664766927,0.7908128587
gene_1982,0.1262391703,0.9245743326
gene_14697,-0.0938766737,0.7148921533
gene_2413,0.1329023495,0.8352405032
gene_6017,0.3684958956,0.8874977263
gene_694,0.1966256615,0.9514283484
gene_9278,0.4085511103,0.9320532381
gene_4793,0.537192545,0.7346405829
gene_7561,0.4048070038,0.7700031191
gene_9688,0.3423103117,0.9377863639
gene_7071,0.3894550245,0.8221027414
gene_7141,0.4348342463,0.8971485797
gene_10971,0.2700873529,0.8958213503
gene_3867,0.0895312143,0.6557471343
gene_662,0.0116438669,0.7892215925
gene_3686,0.4439433334,0.9453899643
gene_1360,0.3827591703,0.655961338
gene_12387,0.4071793372,0.7718570034
gene_10356,0.415396876,0.9589366936
gene_10042,-0.0128700473,0.7618256564
gene_2189,0.4131726106,0.7579685742
gene_11274,0.4749192832,0.7018753205
gene_14051,0.0301123004,0.7118785652
gene_17588,0.1776330582,0.9314637128
gene_10939,0.1484489907,0.7331499968
gene_17428,0.1667979092,0.6883225988
gene_11723,0.3295609883,0.6580581854
gene_4971,0.3711846317,0.6625319802
gene_13255,0.397680562,0.8949945029
gene_992,0.1206302124,0.699852772
gene_15989,0.3865482954,0.6819527554
gene_9025,0.3624588881,0.7958543557
gene_8289,0.5505848579,0.7022071499
gene_5971,0.0994965458,0.6960962458
gene_15896,0.3953037777,0.6606284177
gene_1958,0.3023639372,0.8237532484
gene_6868,0.1598022694,0.8131391527
gene_6364,0.2559013842,0.7900886314
gene_14945,0.143923127,0.6743332634
gene_16698,0.3117400733,0.9562696788
gene_16953,0.3600280407,0.7220743363
gene_6375,0.3704049654,0.6700676007
gene_5968,0.0770311649,0.743935336
gene_5140,0.2591245331,0.6675215419
gene_7867,0.2514748278,0.6612190025
gene_15344,0.0553510578,0.6760434157
gene_8399,0.5402955486,0.6600164059
gene_15939,0.5121985193,0.6631248546
gene_7408,0.1453484191,0.7136217792
gene_15389,0.2680688727,0.859111374
gene_10241,0.3852642479,0.7370107198
gene_9860,0.3687455754,0.6768503808
gene_3095,-0.00101324,0.9843035071
gene_14147,0.2721019214,0.6618211665
gene_8255,0.5663107129,0.6745945212
gene_11173,0.5459373246,0.7040094898
gene_1318,0.2605186781,0.6937877412
gene_6676,0.1873654316,0.8926373122
gene_3566,0.3749386348,0.6676347728
gene_16407,0.2720817156,0.9942144052
gene_13094,0.2901017614,0.9936775549
gene_9379,0.3276839589,0.9650655445
gene_8937,0.336702119,0.9086029604
gene_7398,0.4162813965,0.6821489022
gene_6654,0.3221176161,0.9170780212
gene_13144,-0.0703725808,0.8152635347
gene_1269,0.2797638984,0.7271014676
gene_16146,0.3300053958,0.7427446073
gene_10820,0.2380815619,0.9311696723
gene_15305,0.2882226728,0.7069131621
gene_11083,0.311008358,0.6658399891
gene_5810,0.2244218531,0.7286596493
gene_9635,0.2389862026,0.7837509087
