ID,logFC,P.Value
gene_9734,0.3343025616,0.1777520611
gene_8834,0.7921535782,0.1599003482
gene_7656,1.0466449433,0.1021350218
gene_13649,0.4412157149,0.1547042186
gene_15900,-0.0047672337,0.1864257929
gene_12613,0.5917758147,0.1830458431
gene_1140,-1.3224980954,0.1270454494
gene_7882,-0.106139962,0.1208906051
gene_2005,-0.1319843093,0.2020534958
gene_10261,-0.8229173427,0.1069653848
gene_2731,0.4101426684,0.1877029982
gene_7198,0.4483319131,0.2030022911
gene_7075,0.8616513164,0.157296379
gene_11423,0.6655330115,0.1822229549
gene_8921,-0.5675907062,0.1085164397
gene_3470,-0.211435576,0.1372031569
gene_5139,0.586176712,0.197900419
gene_3727,0.6895533179,0.1458686803
gene_6620,-0.1575873207,0.1492100051
gene_14595,0.6633549586,0.1787517982
gene_15456,-0.017857699,0.2030639254
gene_4076,0.8488137061,0.187605267
gene_3185,0.4061977873,0.2008436138
gene_2008,0.6847910682,0.1880021267
gene_5473,0.1180272114,0.2030650913
gene_13183,-0.0046734194,0.2035435518
gene_9644,0.2398728596,0.1770387227
gene_16834,0.1153906026,0.1952980272
gene_2345,0.5919253323,0.2018057994
gene_14627,-0.4875179832,0.166442327
gene_15792,1.0527408048,0.1097999138
gene_15420,0.7074804991,0.1209855708
gene_13157,0.0957277065,0.2041499888
gene_637,0.157546103,0.1792378168
gene_7161,0.0160688258,0.1875842436
gene_9209,-1.7017691901,0.1992260735
gene_6969,-2.2296602613,0.143459519
gene_3064,-0.008710977,0.2036756195
gene_13829,0.2853465212,0.2042239531
gene_2475,-0.1997788183,0.1624026961
gene_17743,-0.8849320507,0.1277682506
gene_554,0.0674431139,0.2044800028
gene_95,-0.0804454058,0.184156501
gene_14302,0.4522378116,0.2027704585
gene_17720,0.7587030152,0.1548186794
gene_1297,0.3121754123,0.1854957785
gene_2773,-0.3694153568,0.1654664417
gene_1068,0.2416697981,0.2034078676
gene_14240,0.2778537858,0.2013705199
gene_8297,0.5117871599,0.1838438157
gene_17145,-0.0545925224,0.2005432079
gene_9013,0.6928491689,0.204399418
gene_8945,0.366852034,0.2013651022
gene_17636,0.0725071233,0.2048810491
gene_2197,0.4331637416,0.1171559917
gene_3476,-0.1208262777,0.2047284734
gene_16444,-0.1346859194,0.1103197359
gene_16898,-0.7901377163,0.1290794044
gene_13462,0.4343157771,0.162036739
gene_17483,0.3256637086,0.2000915489
gene_2381,0.5048412754,0.2000232415
gene_7016,0.8562354536,0.2052188762
gene_14193,0.6129708856,0.1928868224
gene_15110,0.6817666596,0.152902065
gene_12612,0.2335450401,0.1923428393
gene_8828,-0.394674665,0.1830766024
gene_7473,0.951603075,0.1042008344
gene_3751,-0.1826777739,0.1980930604
gene_14523,-0.1826712629,0.2039921504
gene_15234,0.7202114364,0.187637692
gene_709,0.6293355145,0.11013472
gene_17335,0.5753683918,0.2057405288
gene_14410,0.5635416282,0.2060306259
gene_618,-0.1595979198,0.2059790731
gene_5755,0.488237178,0.2058280741
gene_1186,0.6078600747,0.2057588255
gene_14856,-0.3086432308,0.2048816495
gene_16619,-0.2850032843,0.188061087
gene_15269,0.6152422101,0.1270702668
gene_4177,0.2728734137,0.2055037696
gene_2071,0.4311521892,0.2047544292
gene_16466,0.4527584063,0.2049041181
gene_6739,0.5117744413,0.1800887448
gene_4557,0.7449963438,0.1910827328
gene_12176,-0.5380535556,0.2050490119
gene_2925,-0.3446454373,0.1413662141
gene_3077,-0.2396842871,0.2040061022
gene_5941,0.0801887547,0.191998355
gene_7401,0.7512943079,0.1615292418
gene_5381,-1.1971435874,0.1510213246
gene_1381,0.4462917749,0.2046976835
gene_2845,-0.2104466566,0.2067339651
gene_16833,0.7045670101,0.2070121374
gene_6588,0.1807514253,0.2015727141
gene_6629,0.6144803343,0.132504901
gene_10196,-0.1824417794,0.2060512312
gene_3655,0.6722713878,0.1966999801
gene_759,-0.0744563428,0.202624558
gene_11851,0.588269702,0.1210329185
gene_8977,0.0718747433,0.1848690375
gene_6721,0.6135941675,0.175114382
gene_3978,0.6658235209,0.1982255462
gene_9341,0.0174459,0.206817829
gene_7889,-0.3310160258,0.132285283
gene_17756,0.127378827,0.2050579231
gene_6505,-0.8059256543,0.1672946617
gene_16362,0.3220922582,0.2074483851
gene_1647,0.6604980306,0.1715600156
gene_15265,0.3157750102,0.2009211107
gene_1888,0.4670230774,0.2073713655
gene_14605,-1.3204675804,0.1555099323
gene_4550,0.8849869644,0.2073865577
gene_3890,0.5329361079,0.2009396753
gene_15503,0.110628307,0.2077966181
gene_1067,-0.1465534825,0.2003208176
gene_16695,0.7479813646,0.1938538565
gene_8338,0.7342434902,0.2078382605
gene_3230,-0.3751532659,0.1961124486
gene_11284,0.5465985816,0.1570123681
gene_7737,0.3134645576,0.1953531872
gene_12428,-0.1911652168,0.146235516
gene_364,0.8279144659,0.1390495876
gene_11269,-0.150155628,0.207947442
gene_13166,0.0419099274,0.1390238557
gene_10705,-0.5107351155,0.2080111553
gene_5563,-0.2372606524,0.1949510573
gene_17633,0.6853332275,0.205425954
gene_973,0.3676629904,0.2018366172
gene_10657,-0.1736291313,0.2046987389
gene_883,-0.6524033164,0.1305226364
gene_7521,0.6916403916,0.1419307115
gene_17663,-0.8907039433,0.149093902
gene_12112,-0.5093566644,0.2063679928
gene_7550,-0.7134839868,0.1380347231
gene_7519,-0.3801928799,0.1869815958
gene_1111,-0.2199025584,0.1438727261
gene_16899,0.6129265446,0.2062296385
gene_16380,0.2984046886,0.2062762393
gene_9713,-0.3214398394,0.1322747399
gene_15723,0.6764098819,0.1282873478
gene_5058,0.2473598859,0.2091107149
gene_6338,0.1343759671,0.1824696404
gene_13867,0.6262284963,0.18306868
gene_5938,0.7156556964,0.203792003
gene_15759,-0.9170444438,0.1750604223
gene_10487,0.3220200717,0.1901227913
gene_12014,0.1705542932,0.2092274245
gene_14036,-0.3648078633,0.2061764773
gene_12407,-0.6227841907,0.1128006963
gene_15697,-0.1428626003,0.1272124843
gene_4077,0.1051722375,0.151771376
gene_10121,0.5530624606,0.150340472
gene_2862,0.3676377411,0.19758037
gene_7855,0.597232148,0.2089180002
gene_15655,-0.2373902623,0.2040697058
gene_3343,0.2301012595,0.1956718873
gene_15370,0.3864075537,0.16636698
gene_4230,0.5215656356,0.209431781
gene_1683,0.2773149087,0.2091740928
gene_9475,0.2844637748,0.2097233865
gene_10537,0.1205248602,0.2028217474
gene_565,0.6470349696,0.1383145991
gene_6986,-0.2602722869,0.1220234704
gene_9497,0.5819629518,0.191451995
gene_4494,-0.1532621589,0.2019118116
gene_8219,0.2816072359,0.2102719717
gene_14402,-1.477763957,0.1669492
gene_17236,0.0150145964,0.2031151044
gene_17403,0.5111137584,0.1571884238
gene_7463,-0.1373324481,0.1968743359
gene_15176,0.6118377971,0.1689668877
gene_17224,0.840619842,0.1885396113
gene_5519,-0.522091207,0.2000061083
gene_12607,-0.8021726543,0.1217829123
gene_10625,-0.7878290566,0.2017651299
gene_13446,0.0761667349,0.2054568043
gene_5261,-1.2480958689,0.1270580392
gene_11788,0.5949224535,0.1497161184
gene_6032,0.1752326621,0.2108241974
gene_6991,-0.929192407,0.2093100232
gene_12059,0.5411821899,0.1572140758
gene_5511,0.1430004791,0.2081864983
gene_6771,0.3586471433,0.2083519138
gene_6459,0.7094100706,0.1325763491
gene_17657,0.0622891815,0.1890285242
gene_17138,0.6243495523,0.1664075932
gene_9324,0.581393464,0.2077892707
gene_756,0.1925128701,0.1925882857
gene_987,0.7733646934,0.1782243604
gene_7486,0.0490666676,0.1942311895
gene_15551,-0.1168958573,0.2111793675
gene_16087,0.7424934496,0.1927095
gene_2909,0.4251058693,0.1862754773
gene_9964,-0.558612862,0.1343097307
gene_8169,-0.0910124856,0.2032196897
gene_593,-0.2299298878,0.1374294885
gene_3649,0.3945369614,0.2109217877
gene_1980,-0.2503599302,0.1876626714
gene_9538,0.3618805208,0.1465153195
gene_7585,0.410763723,0.2092985362
gene_1423,0.6316762007,0.2112581427
gene_895,0.2486968968,0.2109934642
gene_7285,-0.0404543658,0.1994680158
gene_14530,0.5080054899,0.2020950671
gene_7043,0.2469147828,0.2038700982
gene_8054,0.5647773315,0.1405814369
gene_75,-0.7541928044,0.211825208
gene_11231,0.7405929433,0.1365188595
gene_14804,0.7076131197,0.1427932025
gene_11080,-0.3207576946,0.211742228
gene_8114,0.706880378,0.2074200568
gene_603,-0.5220049918,0.2123031228
gene_16426,0.4643819385,0.2117655597
gene_15441,-0.1368772644,0.2126524152
gene_15411,0.8662406737,0.1450534348
gene_11780,0.5058252613,0.2087679315
gene_5779,-0.2600140699,0.2069364751
gene_16704,0.0542771761,0.2094381121
gene_7689,1.1790446367,0.1510352609
gene_15107,-0.2520597045,0.1200266865
gene_11380,0.8777492547,0.1381894182
gene_13911,0.8235022875,0.170144059
gene_1537,0.2504666289,0.2063947893
gene_14814,-0.2420669418,0.1381921592
gene_11567,0.7632293613,0.1885629538
gene_10040,0.747675826,0.1510045316
gene_11509,0.7193846039,0.2101819084
gene_6878,-0.718056077,0.1883619223
gene_9392,-0.3146193564,0.1902641214
gene_6975,0.2763002885,0.2133114561
gene_16837,-0.1368103668,0.1912005497
gene_1005,-0.2271804303,0.1639858686
gene_7782,0.5160871195,0.2002051928
gene_809,-0.1572398715,0.2099261888
gene_10753,0.1893476229,0.1492866493
gene_8796,0.3146686213,0.2113688573
gene_7588,-0.3769307413,0.2095618229
gene_17679,0.5065324325,0.2126830992
gene_873,-0.1197924804,0.1957836893
gene_12611,0.5799523335,0.1868201697
gene_10367,0.1825254005,0.2124129034
gene_4295,-0.0976146257,0.1459699408
gene_8101,0.9212925658,0.1385360199
gene_13186,0.5781169835,0.1945565521
gene_11504,-0.3323253849,0.212213715
gene_16668,-0.043324529,0.2033520554
gene_3634,0.1522994822,0.2121467888
gene_11772,0.1101581416,0.1306841836
gene_14712,-0.155648039,0.1870728876
gene_5384,0.5612771369,0.2139722979
gene_14383,-0.2669478276,0.2020702506
gene_9261,0.2853985734,0.2146881657
gene_12669,-0.3680822518,0.1241974059
gene_2993,-0.3394056963,0.1469410812
gene_12141,-0.4976114031,0.2138403654
gene_11096,-0.0227479295,0.2037078633
gene_6147,-0.4657209585,0.2117452111
gene_13584,0.1085654828,0.1842120844
gene_10289,0.7310653029,0.1816682834
gene_3156,0.3202277446,0.2145797362
gene_15011,0.1879017652,0.2085088516
gene_15559,0.0042652884,0.1541021062
gene_7413,-0.2321126908,0.2152142591
gene_13250,0.3015400683,0.2151540087
gene_7106,-0.2266210317,0.2066585278
gene_14015,-0.1600623961,0.1848143184
gene_15487,0.7179333731,0.211555511
gene_7523,0.4941153894,0.1806249879
gene_1918,-0.1659897305,0.2051812651
gene_13736,0.9075948146,0.1634083827
gene_13770,0.4661704629,0.2152792041
gene_13131,-0.4941838307,0.1690072654
gene_10027,-1.2881165313,0.175875464
gene_12996,0.5316991796,0.1776489244
gene_14641,-0.0643874685,0.1766756681
gene_11255,0.1276028956,0.212723255
gene_2660,0.5919981929,0.2106039296
gene_16830,-0.86058114,0.1409795571
gene_11778,0.0113522454,0.2151769073
gene_10014,0.4167424004,0.214984507
gene_14542,0.4471528069,0.2082259729
gene_13426,0.3516691911,0.1457689274
gene_729,0.0432730721,0.1729256861
gene_8180,-0.106985429,0.2009968617
gene_11424,0.4954374494,0.2139587342
gene_10357,0.2714693929,0.2120866042
gene_2365,-0.6001239854,0.1407492594
gene_11019,1.0384632969,0.1409590082
gene_16408,0.4997086383,0.2157805761
gene_4109,-0.0062414871,0.2134008663
gene_12156,-0.8879233915,0.1581409663
gene_6280,0.3245487115,0.2164879971
gene_11026,0.7472397991,0.1366479595
gene_8607,-0.437682135,0.2114697318
gene_5631,0.2272058907,0.2161174808
gene_10492,-0.0738387534,0.2164284115
gene_8784,-0.0155638798,0.2100132322
gene_8709,1.01014298,0.1551373931
gene_436,0.7921590817,0.1774091816
gene_298,-0.6853153373,0.2147596302
gene_5569,0.8214467406,0.1403878829
gene_13900,-0.0542135617,0.2165837685
gene_17652,0.6242974775,0.1180261768
gene_12551,0.0122350884,0.2086657448
gene_8495,0.1935722322,0.2169370351
gene_13331,0.4223835643,0.2142416253
gene_3741,0.0102629952,0.2167294536
gene_14303,0.6343559791,0.2127132341
gene_13619,-1.766103019,0.1494434726
gene_8500,0.5025260793,0.200573906
gene_13328,0.1148029392,0.2087518066
gene_4936,-0.4337968582,0.1869880017
gene_16412,0.3357135819,0.2162542886
gene_8961,-0.1118966176,0.1944782148
gene_121,-0.2372748635,0.1495608686
gene_16797,0.0004946783,0.2046778844
gene_4618,0.5804730588,0.2170163889
gene_14456,0.8892105612,0.1585879035
gene_4839,0.9762665662,0.1205123408
gene_16318,-0.0493907109,0.1427831121
gene_14007,0.4659621642,0.1700371955
gene_16923,0.5694767432,0.2055756546
gene_9409,0.0096402359,0.2165743898
gene_14797,-0.0266822146,0.2163366792
gene_7065,0.8941615112,0.1555818058
gene_13222,0.6197388061,0.1843658681
gene_11638,0.6340619205,0.2136574068
gene_3298,-0.0274564339,0.2164908209
gene_5342,0.0414859947,0.2145531057
gene_14937,-0.1081394606,0.2110954867
gene_11435,0.3968889259,0.2177193568
gene_13970,0.6879266724,0.1337036803
gene_6051,0.1481209709,0.1895933139
gene_5773,0.4046900513,0.2110778816
gene_5084,0.8517328258,0.1734396202
gene_4117,0.7287288708,0.2165338549
gene_649,0.7429539464,0.2110078988
gene_11572,-0.6371366381,0.2128038007
gene_14830,0.6146356917,0.2175423153
gene_3342,0.2334049426,0.2165217716
gene_9926,0.841207109,0.1539923769
gene_547,0.5951757872,0.1834351061
gene_11499,0.6435389342,0.2174649029
gene_4596,-0.1469588784,0.2063416435
gene_8934,-0.1097529284,0.1411254048
gene_5544,0.0461986017,0.2182930569
gene_3846,-0.1582378516,0.2164440283
gene_9665,-0.8866049803,0.208562652
gene_1358,0.4774300083,0.218119455
gene_12459,0.442255639,0.1940001896
gene_17347,-0.2346474298,0.1308771628
gene_3665,0.4018865557,0.1679010031
gene_5278,0.669167058,0.1855855918
gene_8200,-0.6311942801,0.1554417497
gene_3852,0.2225860149,0.2187757625
gene_6950,0.8777502139,0.1554518152
gene_13767,-0.8427509161,0.1662074094
gene_3403,0.3366118224,0.1913326093
gene_12333,0.6062334909,0.213676349
gene_3904,0.4483443124,0.1943868226
gene_9615,0.8292850567,0.1324404037
gene_9553,0.371196995,0.2182045794
gene_2679,-0.2185068185,0.2161012067
gene_331,0.5571998511,0.211677995
gene_15100,0.0334496078,0.1841597427
gene_11041,0.7847383871,0.1968076125
gene_13440,-1.2019071825,0.1962166473
gene_1316,0.8212087548,0.2135670595
gene_8871,-0.4916491926,0.1907437195
gene_12544,1.0816683487,0.1490954394
gene_7349,0.1789902545,0.2108773018
gene_9596,-0.0646543519,0.2130104523
gene_8680,-0.4861968773,0.1275318376
gene_7565,0.7335157074,0.1459792802
gene_11666,0.275300297,0.2189883915
gene_15113,-0.6976232102,0.2133656282
gene_9560,-0.0818154774,0.2196158662
gene_7661,0.1553279226,0.2147555445
gene_2485,0.3074779584,0.200632152
gene_12251,0.3211079884,0.2039316285
gene_6795,0.1457701635,0.2143362652
gene_9204,0.0688238194,0.2192795707
gene_10093,-0.5582053864,0.1816934794
gene_439,0.2502943754,0.2189267277
gene_8146,0.7785769069,0.2073808677
gene_1722,0.0261244983,0.218872139
gene_1883,0.8258123076,0.2176573556
gene_8975,0.982913366,0.1438799065
gene_16236,0.6671452187,0.220303599
gene_4849,0.5581414989,0.1495665607
gene_9282,0.3503995373,0.2203906037
gene_9562,-0.1975578863,0.2160857054
gene_17144,0.3405765441,0.2194219188
gene_9183,0.5721525522,0.220499194
gene_16145,-0.0836509573,0.2207021829
gene_1112,0.2099618353,0.2188277204
gene_898,0.4569077775,0.201717056
gene_3031,0.3178754529,0.2208243558
gene_15793,0.5881924909,0.1675842855
gene_1661,0.5796877174,0.2208221597
gene_3493,0.6382310756,0.1334537503
gene_11403,0.7873506106,0.1896635392
gene_13642,-0.2177954041,0.2117860087
gene_9590,0.2971010654,0.2211132532
gene_6726,-0.0391801359,0.2208048022
gene_14615,-1.0640343348,0.1768655156
gene_4491,0.5618983002,0.2118251479
gene_12450,0.74537843,0.1983106216
gene_13942,0.6413253065,0.1992499413
gene_9692,-0.1858514549,0.2193511053
gene_9653,-0.0446296788,0.2179565199
gene_13802,0.3486260411,0.2205440783
gene_12711,0.3194747947,0.2198096968
gene_15543,-0.1325435918,0.2217730968
gene_8179,-0.1865143393,0.2172550491
gene_7986,-0.063777454,0.2209338404
gene_11198,-0.3179747676,0.1853498412
gene_12383,0.5719311351,0.1813727909
gene_14418,0.6119530398,0.2149018118
gene_5899,0.360591519,0.2143794104
gene_10526,0.0461304535,0.2178300223
gene_8942,0.2725082561,0.2220269055
gene_12439,-0.0878461823,0.217754567
gene_12944,-0.2302007468,0.2083386786
gene_10255,0.1144830615,0.221187567
gene_1707,0.0141451975,0.2135086188
gene_9585,-0.0162946684,0.2197312886
gene_458,-0.4010903507,0.1835383458
gene_443,0.6664204887,0.2219983096
gene_14776,0.2176723507,0.169074951
gene_5313,-0.0722090849,0.2202967276
gene_3395,0.9069218657,0.1558107736
gene_5095,0.4149652391,0.2191659051
gene_2142,-0.2225787887,0.1872880041
gene_531,0.8142487597,0.2205924356
gene_2293,0.7492540587,0.2225841719
gene_6351,0.1974428111,0.2223841104
gene_2888,-1.3554575584,0.1630289669
gene_7051,0.2870417234,0.2230295595
gene_3141,0.1482581986,0.2020175724
gene_12719,-1.2846602052,0.1736886066
gene_6683,0.5515140436,0.2203581211
gene_5815,-0.1394719309,0.1953254445
gene_15372,0.3063074653,0.2199598895
gene_13943,0.2473990321,0.1879339034
gene_4926,-0.2922139597,0.2194824049
gene_12490,-0.6829648136,0.2161481009
gene_3148,0.7839796807,0.1721320238
gene_5355,0.013573737,0.2235315387
gene_10350,-0.4984307415,0.2079215268
gene_14087,-0.3764628319,0.1644819618
gene_3374,0.6565266194,0.1454923551
gene_7675,-0.3548117715,0.1547064067
gene_13637,-0.251420484,0.220123273
gene_6210,-1.5763539134,0.1912711755
gene_13901,-0.1116020152,0.1787032712
gene_8924,0.7434191257,0.1465735649
gene_7302,-0.5520839899,0.1849004946
gene_14765,0.1138969673,0.2232655104
gene_10980,-0.0835778551,0.1511552031
gene_8608,0.4521828938,0.2172594333
gene_16765,0.1222618757,0.2183172305
gene_10065,0.550514291,0.219021678
gene_14644,0.3301519689,0.210088052
gene_15395,-0.0413770516,0.2240365246
gene_8471,0.4514972989,0.2238770385
gene_9294,-0.5161616072,0.1514477874
gene_1406,-0.45222093,0.1928822134
gene_16694,-0.1525801681,0.1810598141
gene_1564,0.7238502569,0.1911799452
gene_6856,0.5309707816,0.1894743154
gene_9083,-0.0560662796,0.2244120105
gene_17333,0.6427101559,0.2246115104
gene_12839,-0.1599597366,0.2231560061
gene_15665,0.4153765954,0.1771685616
gene_10768,0.1054301961,0.2248728543
gene_372,0.0625482287,0.2219535506
gene_10706,0.1415438369,0.2173864289
gene_1378,0.5850760006,0.2025529275
gene_16609,0.0218213016,0.2221670152
gene_14334,-0.9465907514,0.1531778197
gene_12964,0.7681204752,0.2200338159
gene_16448,0.815000746,0.1763724627
gene_15649,0.4681746376,0.2251926608
gene_12183,0.6958163184,0.2135620709
gene_16762,-0.2488481648,0.1362861193
gene_17274,-0.3099101389,0.1536171483
gene_16963,0.9559705028,0.1516998761
gene_838,0.1666426549,0.2208159652
gene_7749,0.4899458884,0.1978552082
gene_2229,0.0813264453,0.1763982699
gene_5718,0.4198323599,0.1502474605
gene_4942,0.3963950133,0.2239729266
gene_11898,-0.6199317354,0.1842328937
gene_14547,0.5418223122,0.2155957162
gene_10733,0.3905303489,0.2217684662
gene_10326,-0.1540652279,0.2199007759
gene_1821,0.1416963959,0.225358254
gene_16241,-0.561134292,0.1587523774
gene_1354,0.5862063662,0.1405950988
gene_13622,0.7951462821,0.2081515271
gene_6658,-0.0013683077,0.225794403
gene_4100,-0.1105803489,0.2091850161
gene_6742,0.3791626554,0.2030128266
gene_6186,-0.514925066,0.144630782
gene_17594,0.5812619121,0.2241319564
gene_17541,0.1824106093,0.2261984609
gene_14910,0.4760106558,0.1343588095
gene_11945,-0.7030374436,0.2260051344
gene_5828,-0.1400127738,0.224019668
gene_6273,0.328001568,0.2252335266
gene_12875,0.876786507,0.1437174427
gene_10398,0.70118585,0.1811804888
gene_14752,0.5950273519,0.2261526867
gene_90,-0.237255052,0.1889153512
gene_8675,-0.010613677,0.1991181435
gene_10463,0.2813946851,0.2197120867
gene_2503,0.5765757642,0.2251685654
gene_5817,0.7785158145,0.1615072934
gene_4300,0.8254996789,0.1405392586
gene_12076,0.1924186664,0.2260487697
gene_11051,0.0651726732,0.2269696306
gene_2528,0.3224988328,0.2254045793
gene_4895,0.3394849272,0.2063993757
gene_6395,-0.7153147998,0.1452147919
gene_7904,0.9411818093,0.1809435402
gene_6043,0.6981470413,0.2258041997
gene_14354,-0.0801352165,0.2100956623
gene_5260,0.7149411696,0.1499901015
gene_11531,-0.6698960264,0.1667810282
gene_5507,-0.122892346,0.1951610847
gene_5151,0.5458462613,0.1878533577
gene_4714,0.1087838591,0.2098449711
gene_11132,-0.4725883919,0.1435786963
gene_4458,-0.1532023702,0.2107749883
gene_16903,-1.0257520365,0.2086353953
gene_1171,-0.1005721282,0.2274763517
gene_13979,0.6787745327,0.1764499945
gene_5175,0.3402396365,0.2270595095
gene_636,0.7644240424,0.2196750097
gene_10131,-0.1587805753,0.2277982988
gene_6499,-0.5432176989,0.1451172153
gene_16451,-0.0168803467,0.2127335225
gene_13985,-0.5992718832,0.203920307
gene_3054,0.3144317665,0.1789933228
gene_15355,0.3873433365,0.2271661547
gene_13803,0.5799986749,0.1516285392
gene_14251,-0.2814622441,0.2268009248
gene_4287,0.7910585675,0.2263316929
gene_8737,-0.1343991542,0.2276516097
gene_11288,-0.2260679703,0.2250074352
gene_17043,-0.7569939395,0.2192496464
gene_8775,0.1835783884,0.2277981421
gene_2912,0.0600302542,0.2268777427
gene_9326,0.4175922561,0.2064549117
gene_13123,0.8542615609,0.1596663572
gene_17174,0.6374668648,0.213844099
gene_5254,0.2002365244,0.2246895047
gene_8684,-0.1229376539,0.220748384
gene_10036,-0.0122469231,0.1663407251
gene_11016,0.142451245,0.2277182616
gene_7180,0.1955003135,0.2251220762
gene_1214,-0.2370974783,0.2179017961
gene_11956,0.6814239075,0.1786762898
gene_2756,0.7595407403,0.2270257067
gene_16751,-0.0216799821,0.1976459105
gene_17464,-0.1101900414,0.2182366773
gene_15130,0.2306085622,0.220153779
gene_1761,0.713016849,0.1477137592
gene_7920,0.2920225815,0.2245478986
gene_8521,0.311696132,0.2231362008
gene_12297,-0.1017378061,0.2285804031
gene_11836,0.2060846932,0.2193262735
gene_15820,0.1678087413,0.2277080417
gene_8917,0.5946771854,0.2162289206
gene_10485,0.1929953759,0.2277175334
gene_11834,0.4305171917,0.2262827334
gene_6626,0.6760728738,0.2256935669
gene_4531,-0.3853020692,0.2137146015
gene_14879,-0.0671568451,0.2280463864
gene_8140,-0.03413863,0.214274006
gene_3022,-0.246168711,0.2265162579
gene_2136,0.1404574079,0.2259618196
gene_11203,-1.618438962,0.2220034416
gene_4914,-0.1466377534,0.2027466273
gene_7059,0.0439040455,0.2268452161
gene_2057,0.5219358681,0.1703603784
gene_3258,0.6544102699,0.1721561766
gene_17602,0.0013210474,0.2023208019
gene_8913,0.6977193516,0.2293490466
gene_11218,0.0467881081,0.1957842379
gene_11355,-0.9542982453,0.1868970147
gene_9602,0.6215942138,0.1611388624
gene_3705,0.3641487369,0.2259696255
gene_13170,0.2845723608,0.2210137132
gene_10889,0.6272322741,0.2025844582
gene_16421,-0.8388527138,0.2294974502
gene_8456,0.7383390456,0.1941120982
gene_16163,-0.289237796,0.1669426011
gene_13526,0.7493385088,0.2255455025
gene_12867,0.4239188222,0.2246479207
gene_4419,0.5458708425,0.1477346894
gene_223,0.8556192012,0.1576891008
gene_5410,0.40792102,0.2290417272
gene_5898,0.6814486889,0.1819488986
gene_10280,0.6350379453,0.222085899
gene_13772,0.8431887203,0.1975693374
gene_2713,-0.2232732083,0.2149229514
gene_428,0.3272475549,0.229120318
gene_11377,0.1675441841,0.2298795148
gene_17468,-0.1388347094,0.1912651067
gene_3688,0.4058081832,0.2179717497
gene_2565,-0.0459457022,0.2254560835
gene_17111,0.6914714948,0.1613112788
gene_12345,0.202690179,0.2289429759
gene_1288,0.3554990503,0.2032788519
gene_12328,0.7205012087,0.1755968518
gene_11459,-0.3394244301,0.1570997745
gene_11338,0.3600125473,0.22929413
gene_14313,-0.2690738958,0.1512780351
gene_1534,0.3661218956,0.158035156
gene_6517,0.160165068,0.2286407101
gene_7037,0.4299464412,0.2282659093
gene_8832,0.8765495361,0.1649901823
gene_6160,0.3737487238,0.2271802781
gene_15925,0.5868628373,0.2309970284
gene_11457,-0.4965396974,0.2286670932
gene_3454,0.275771282,0.2263604948
gene_1473,0.132685247,0.2181199453
gene_6113,0.5193921467,0.223334275
gene_17223,0.5576236751,0.2311359059
gene_3777,-0.222367497,0.1774527177
gene_16136,1.0817907367,0.1655986205
gene_6126,0.5682701205,0.2281046977
gene_15289,-0.5222910592,0.1766867614
gene_16860,0.9166577883,0.162117579
gene_4393,0.6197112136,0.2305863741
gene_9527,0.5753900762,0.2251097715
gene_9240,0.0469077362,0.2296708727
gene_6849,0.2815498021,0.2320532117
gene_8,0.697750445,0.2217408137
gene_7240,0.7859379561,0.2020325775
gene_8425,-0.3267883869,0.2320746288
gene_5731,0.1391497165,0.2312631798
gene_10145,-0.0834520152,0.23107505
gene_7915,0.5655889344,0.1506303312
gene_10238,0.6348466475,0.1622365167
gene_10987,0.0481403556,0.2316962543
gene_2637,0.9074288579,0.157510316
gene_939,-0.2919451867,0.2209168205
gene_12151,-0.0129066535,0.232401428
gene_1055,-0.0183060544,0.2326424173
gene_812,0.4100839694,0.2317713775
gene_12022,-0.2544324284,0.2326706049
gene_9594,0.1162996883,0.2312285561
gene_13744,-0.3679395209,0.1530804884
gene_360,0.3437474932,0.2195680819
gene_96,-1.1503618809,0.1763706531
gene_16103,-0.1152842344,0.1979836026
gene_680,-0.1743376225,0.2155393959
gene_14486,-0.0564686218,0.2245715018
gene_5350,-0.1357301812,0.2237438293
gene_2900,0.0818999761,0.183061874
gene_4851,0.3300427583,0.2232115013
gene_8626,-0.2398187125,0.2285859915
gene_14650,-0.3028365881,0.1920220826
gene_3749,0.3516689504,0.2303966646
gene_5747,0.1067509948,0.2327133433
gene_1561,-0.0750845591,0.2332959987
gene_4848,0.3426522827,0.223778314
gene_3316,-0.5580043097,0.1956140557
gene_5702,0.1038156473,0.2134123225
gene_14358,0.4634461998,0.2288670514
gene_6500,0.6984435292,0.200837584
gene_10440,0.8260005747,0.1600804981
gene_1900,-0.5622380244,0.2250518796
gene_15502,0.9155781086,0.1783230059
gene_16959,-0.0074801288,0.2333883985
gene_15835,-0.6061990928,0.2308916594
gene_6195,0.5167752694,0.2154580263
gene_11133,-0.0674065889,0.2335236812
gene_15868,-0.4443717247,0.2314594698
gene_13196,-1.2433239505,0.1736846402
gene_16533,0.7556456826,0.2341562125
gene_11905,0.6607314458,0.2301725692
gene_2575,0.709935587,0.1982590402
gene_6412,0.0290783672,0.2344039965
gene_5426,-0.1363914495,0.2270854323
gene_9171,-0.1709273147,0.2345277294
gene_16675,-0.229431,0.2288999622
gene_4359,0.4889814099,0.1894745766
gene_16477,-0.0285953157,0.2336485016
gene_6346,-0.1161384241,0.1534442846
gene_16003,0.3616078237,0.2321045894
gene_10658,0.4301228442,0.1803333672
gene_14905,-0.2392360313,0.1822066207
